model_name,trial,accuracy_test,auc_roc_test,accuracy_train,auc_roc_train
tsfresh_full_extra_trees_sce,0,0.7475423551558251,0.8003810691776354,1.0,1.0
tsfresh_full_extra_trees_sce,4,0.7498431290524995,0.806062410555,1.0,1.0
tsfresh_full_extra_trees_sce,1,0.7504706128425016,0.8044964781029881,1.0,1.0
tsfresh_full_extra_trees_sce,2,0.7450324199958168,0.8006497995299323,1.0,1.0
tsfresh_full_extra_trees_sce,3,0.7500522903158335,0.8015230760831067,1.0,1.0
tsfresh_full_logit_elastic_sce,0,0.7209788747124033,0.7910020355421905,0.7842743492701012,0.8599092829767104
tsfresh_full_logit_elastic_sce,1,0.7314369378791048,0.7984909655685346,0.7844288252104735,0.8600607893190401
tsfresh_full_logit_elastic_sce,3,0.7224430035557414,0.7906696102957956,0.7849694910017765,0.8601868756999308
tsfresh_full_logit_elastic_sce,4,0.7343651955657812,0.8019864491700344,0.7821116861048891,0.8578249319273472
tsfresh_full_logit_elastic_sce,2,0.7253712612424179,0.7945646448153417,0.7864370124353132,0.8592114324822352
tsfresh_full_logit_l2_sce,2,0.7335285505124451,0.7968941577544553,0.7801807368502356,0.852081880672536
tsfresh_full_logit_l2_sce,0,0.7272537126124242,0.7930706517934891,0.7823434000154476,0.8533601255542921
tsfresh_full_logit_l2_sce,4,0.7377117757791257,0.8015224204132044,0.7753919826986947,0.8512293310436352
tsfresh_full_logit_l2_sce,1,0.7362476469357875,0.7995759723498271,0.7773229319533482,0.8531018411997161
tsfresh_full_logit_l2_sce,3,0.7314369378791048,0.7929296552902029,0.7806441646713524,0.8529686132726323
tsfresh_full_random_forest_sce,4,0.7521439029491738,0.8042194234630864,0.8819031435853866,0.966750888572848
tsfresh_full_random_forest_sce,0,0.7458690650491528,0.7995624424266351,0.8852243763033908,0.9669637750438508
tsfresh_full_random_forest_sce,2,0.7456599037858188,0.799838818915414,0.8844519966015293,0.9674397089094461
tsfresh_full_random_forest_sce,1,0.7561179669525204,0.8036799229995187,0.8839113308102263,0.9671296117987365
tsfresh_full_random_forest_sce,3,0.7527713867391759,0.8012371362053783,0.8839885687804124,0.9665885711163074
tsfresh_full_xgboost_sce,2,0.732482744195775,0.7952239822053283,1.0,1.0
tsfresh_full_xgboost_sce,3,0.7379209370424598,0.7948000765772891,1.0,1.0
tsfresh_full_xgboost_sce,1,0.7441957749424807,0.7977221857636609,1.0,1.0
tsfresh_full_xgboost_sce,0,0.7312277766157708,0.7943176663782748,1.0,1.0
tsfresh_full_xgboost_sce,4,0.7421041623091403,0.8013815139065095,1.0,1.0
