model_name,trial,accuracy_test,auc_roc_test,accuracy_train,auc_roc_train
raw_extra_trees,0,0.7113574565990378,0.7923465223587651,1.0,1.0
raw_extra_trees,4,0.7132399079690441,0.7926067143613311,1.0,1.0
raw_extra_trees,1,0.712194101652374,0.7920882005512534,1.0,1.0
raw_extra_trees,2,0.7163773269190545,0.792750176319156,1.0,1.0
raw_extra_trees,3,0.7184689395523949,0.7944544638119811,1.0,1.0
raw_logit_elastic,0,0.5111901275883707,0.5102478839600956,0.5542596740557658,0.5713459812241276
raw_logit_elastic,1,0.5151641915917172,0.5212965831036444,0.5470765428284544,0.5680283222139354
raw_logit_elastic,3,0.5103534825350345,0.5117387594479156,0.5503205375762725,0.5723958637834788
raw_logit_elastic,4,0.5128634176950428,0.5166294183379403,0.5509384413377616,0.5719819055818358
raw_logit_elastic,2,0.5088893536916963,0.5134930093611033,0.5513246311886923,0.5666692438718595
raw_logit_l2,2,0.5178832880150596,0.5149184381710409,0.5500115856955279,0.5664944950419821
raw_logit_l2,0,0.5103534825350345,0.5068472055393627,0.5524059627712984,0.5706849493682196
raw_logit_l2,4,0.5095168374816984,0.5154753852961522,0.55117015524832,0.5714496662789892
raw_logit_l2,1,0.513490901485045,0.5194109463184146,0.5465358770371515,0.5678676055478963
raw_logit_l2,3,0.5124450951683748,0.5116031392488706,0.5535645323240905,0.5721240406787298
raw_random_forest,4,0.7157498431290525,0.7752667246396294,0.9179732756623156,0.9723957178217267
raw_random_forest,0,0.7157498431290525,0.7774439455919452,0.9159650884374758,0.9699715761790474
raw_random_forest,2,0.7205605521857352,0.7781857765130633,0.9201359388275276,0.9708945001963926
raw_random_forest,1,0.7157498431290525,0.7781845386533665,0.9173553719008265,0.9713696205077424
raw_random_forest,3,0.7207697134490693,0.7794773565015799,0.9166602301691511,0.9718045154945851
raw_xgboost,2,0.7249529387157498,0.7973236239668047,1.0,1.0
raw_xgboost,3,0.7176322944990587,0.7920727981229465,1.0,1.0
raw_xgboost,1,0.7167956494457226,0.7929992562453516,1.0,1.0
raw_xgboost,0,0.7197239071323991,0.7923923710566619,1.0,1.0
raw_xgboost,4,0.7211880359757373,0.7971226366215485,1.0,0.9999999999999999
