model_name,trial,accuracy_test,auc_roc_test,accuracy_train,auc_roc_train
tsfresh_simple_baseline_extra_trees,0,0.7287178414557623,0.7880528442992217,1.0,1.0
tsfresh_simple_baseline_extra_trees,4,0.7211880359757373,0.7911257957279247,1.0,1.0
tsfresh_simple_baseline_extra_trees,1,0.7278811964024263,0.7894032462702892,1.0,1.0
tsfresh_simple_baseline_extra_trees,2,0.7199330683957331,0.7893806866209198,1.0,1.0
tsfresh_simple_baseline_extra_trees,3,0.732691905459109,0.7896202599427982,1.0,1.0
tsfresh_simple_baseline_logit_elastic,0,0.7565362894791885,0.8079765534658816,0.7611801961844443,0.8293599753121866
tsfresh_simple_baseline_logit_elastic,1,0.7655302238025518,0.8131000568753555,0.7633428593496563,0.8278519285737432
tsfresh_simple_baseline_logit_elastic,3,0.7617653210625392,0.8127029053171518,0.7645786668726345,0.8293992759497284
tsfresh_simple_baseline_logit_elastic,4,0.7561179669525204,0.8129631535611362,0.759944388661466,0.8300099876003324
tsfresh_simple_baseline_logit_elastic,2,0.7569546120058566,0.8100861557523796,0.76426971499189,0.8290103102525518
tsfresh_simple_baseline_logit_l2,2,0.7341560343024471,0.795391026011232,0.7645014289024484,0.8251935886770968
tsfresh_simple_baseline_logit_l2,0,0.732901066722443,0.7944112887194003,0.7656599984552406,0.8252728698265743
tsfresh_simple_baseline_logit_l2,4,0.739594227149132,0.7986078437138544,0.761566386035375,0.8260738173723348
tsfresh_simple_baseline_logit_l2,1,0.7416858397824723,0.7984948155925975,0.761025720244072,0.8228798297983063
tsfresh_simple_baseline_logit_l2,3,0.7354110018824513,0.7970915329597332,0.7644241909322623,0.8244694485959385
tsfresh_simple_baseline_random_forest,4,0.7379209370424598,0.79868416077835,0.8511624314513014,0.9386981021936689
tsfresh_simple_baseline_random_forest,0,0.7400125496758,0.7977916677166368,0.8501583378388816,0.9385809031784127
tsfresh_simple_baseline_random_forest,2,0.7360384856724534,0.8004506420117358,0.8537112844674442,0.9399653890887814
tsfresh_simple_baseline_random_forest,1,0.7446140974691488,0.8024309401933762,0.848768054375531,0.9383613763035531
tsfresh_simple_baseline_random_forest,3,0.7431499686258105,0.7983220893980354,0.8527844288252104,0.9404927178563988
tsfresh_simple_baseline_xgboost,2,0.7117757791257059,0.7854236997446653,0.9945161041167838,0.9997961144336377
tsfresh_simple_baseline_xgboost,3,0.726207906295754,0.7892371110062704,0.9932030586236194,0.9997894331422783
tsfresh_simple_baseline_xgboost,1,0.7182597782890608,0.7858574616091352,0.9935892484745501,0.999804515081189
tsfresh_simple_baseline_xgboost,0,0.7138673917590462,0.7805670818948742,0.9942071522360393,0.9998210744429588
tsfresh_simple_baseline_xgboost,4,0.712194101652374,0.784314147643413,0.9948250559975284,0.9998626925686613
