model_name,trial,accuracy_test,auc_roc_test,accuracy_train,auc_roc_train
tsfresh_full_extra_trees,0,0.7636477724325454,0.8061838493438876,1.0,1.0
tsfresh_full_extra_trees,4,0.7632294499058774,0.8105274762966411,1.0,1.0
tsfresh_full_extra_trees,1,0.7646935787492156,0.8147581933088547,1.0,1.0
tsfresh_full_extra_trees,2,0.7573729345325245,0.7990939365939367,1.0,1.0
tsfresh_full_extra_trees,3,0.7665760301192219,0.8139950440817727,1.0,1.0
tsfresh_full_logit_elastic,0,0.7473331938924911,0.8085698316083982,0.7957055688576504,0.8672173807217071
tsfresh_full_logit_elastic,1,0.7510980966325037,0.8125593461242714,0.7936973816328107,0.8661072716421444
tsfresh_full_logit_elastic,3,0.7540263543191801,0.8097466391804534,0.7958600447980227,0.8701739804409216
tsfresh_full_logit_elastic,4,0.7531897092658439,0.8082827883339924,0.7940063335135553,0.8669421187049746
tsfresh_full_logit_elastic,2,0.7473331938924911,0.8035630035630036,0.7959372827682089,0.8681053188387557
tsfresh_full_logit_l2,2,0.7632294499058774,0.8181420931420931,0.7904533868849927,0.85864149917877
tsfresh_full_logit_l2,0,0.7665760301192219,0.8202525611532093,0.7889086274812698,0.8573836091079602
tsfresh_full_logit_l2,4,0.7665760301192219,0.8206753838561663,0.7876728199582915,0.8569129692814033
tsfresh_full_logit_l2,1,0.7745241581259151,0.8284372452688472,0.7860508225843825,0.8551907761746163
tsfresh_full_logit_l2,3,0.7684584814892282,0.8235584612853888,0.7914574804974125,0.8600238964192598
tsfresh_full_random_forest,4,0.760301192219201,0.8107068483370025,0.8901676063953039,0.9768960619762076
tsfresh_full_random_forest,0,0.7661577075925539,0.8066805753446809,0.8884683710512088,0.9756270909793778
tsfresh_full_random_forest,2,0.7619744823258733,0.8007791007791007,0.8933343631729358,0.9764045494031605
tsfresh_full_random_forest,1,0.7684584814892282,0.8160020775737187,0.8922530315903298,0.9762716681553374
tsfresh_full_random_forest,3,0.7715959004392386,0.8118371546869476,0.8931026492623774,0.9777657587745484
tsfresh_full_xgboost,2,0.7481698389458272,0.8044042294042293,1.0,1.0
tsfresh_full_xgboost,3,0.760301192219201,0.8166859746814179,1.0,1.0
tsfresh_full_xgboost,1,0.7623928048525414,0.8176824063175601,1.0,1.0
tsfresh_full_xgboost,0,0.7506797741058356,0.8052020345728996,1.0,1.0
tsfresh_full_xgboost,4,0.7642752562225475,0.8164477161126841,1.0,1.0
