model_name,trial,accuracy_test,auc_roc_test,accuracy_train,auc_roc_train
tsfresh_full_extra_trees_sce_plus_isi,0,0.6771653543307087,0.7517519379844961,1.0,1.0
tsfresh_full_extra_trees_sce_plus_isi,4,0.6850393700787402,0.739906976744186,1.0,1.0
tsfresh_full_extra_trees_sce_plus_isi,1,0.6692913385826772,0.7225322420634921,1.0,1.0
tsfresh_full_extra_trees_sce_plus_isi,2,0.6929133858267716,0.7686745472837021,1.0,1.0
tsfresh_full_extra_trees_sce_plus_isi,3,0.6771653543307087,0.7476571712282009,1.0,1.0
tsfresh_full_logit_elastic_sce_plus_isi,0,0.5433070866141733,0.5925581395348837,0.9017379679144385,0.9637389159038903
tsfresh_full_logit_elastic_sce_plus_isi,1,0.5826771653543307,0.6480034722222222,0.9090909090909091,0.9668454168454169
tsfresh_full_logit_elastic_sce_plus_isi,3,0.5905511811023622,0.6456277539874635,0.9084224598930482,0.9693487411856181
tsfresh_full_logit_elastic_sce_plus_isi,4,0.6299212598425197,0.652031007751938,0.9057486631016043,0.9698856771075379
tsfresh_full_logit_elastic_sce_plus_isi,2,0.6692913385826772,0.6998239436619719,0.8997326203208557,0.9663123610127922
tsfresh_full_logit_l2_sce_plus_isi,2,0.6338582677165354,0.6954854124748491,0.7887700534759359,0.8718582634375157
tsfresh_full_logit_l2_sce_plus_isi,0,0.5748031496062992,0.6191007751937985,0.7827540106951871,0.8628933066361556
tsfresh_full_logit_l2_sce_plus_isi,4,0.6220472440944882,0.6853333333333333,0.7847593582887701,0.8764629969899976
tsfresh_full_logit_l2_sce_plus_isi,1,0.5905511811023622,0.632998511904762,0.7847593582887701,0.8749982124982125
tsfresh_full_logit_l2_sce_plus_isi,3,0.594488188976378,0.6540060820455533,0.7921122994652406,0.8808858621336837
tsfresh_full_random_forest_sce_plus_isi,4,0.6732283464566929,0.7253953488372094,1.0,1.0
tsfresh_full_random_forest_sce_plus_isi,0,0.6692913385826772,0.7330852713178295,0.9993315508021391,1.0
tsfresh_full_random_forest_sce_plus_isi,2,0.6732283464566929,0.7287474849094567,0.9993315508021391,1.0
tsfresh_full_random_forest_sce_plus_isi,1,0.6614173228346457,0.693390376984127,1.0,1.0
tsfresh_full_random_forest_sce_plus_isi,3,0.6299212598425197,0.7012350276174517,1.0,1.0
tsfresh_full_xgboost_sce_plus_isi,2,0.6889763779527559,0.750628772635815,1.0,1.0
tsfresh_full_xgboost_sce_plus_isi,3,0.6968503937007874,0.733817414510023,1.0,1.0
tsfresh_full_xgboost_sce_plus_isi,1,0.6259842519685039,0.6725570436507937,1.0,1.0
tsfresh_full_xgboost_sce_plus_isi,0,0.6299212598425197,0.6845271317829458,1.0,1.0
tsfresh_full_xgboost_sce_plus_isi,4,0.6850393700787402,0.7384806201550388,1.0,1.0
