model_name,trial,accuracy_test,auc_roc_test,accuracy_train,auc_roc_train
tsfresh_full_extra_trees,0,0.65748031496063,0.7051162790697675,1.0,1.0
tsfresh_full_extra_trees,4,0.7637795275590551,0.8466046511627907,1.0,1.0
tsfresh_full_extra_trees,1,0.7047244094488189,0.7822730654761906,1.0,1.0
tsfresh_full_extra_trees,2,0.7204724409448819,0.785510571021142,1.0,1.0
tsfresh_full_extra_trees,3,0.6811023622047244,0.7368176178660049,1.0,1.0
tsfresh_full_logit_elastic,0,0.5275590551181102,0.5542325581395349,0.7586898395721925,0.8438949409735564
tsfresh_full_logit_elastic,1,0.5669291338582677,0.6050347222222222,0.7533422459893048,0.850755207076368
tsfresh_full_logit_elastic,3,0.5275590551181102,0.5548387096774193,0.7653743315508021,0.8523017354184097
tsfresh_full_logit_elastic,4,0.6181102362204725,0.6376434108527133,0.7667112299465241,0.8464023988778518
tsfresh_full_logit_elastic,2,0.6259842519685039,0.6603633207266414,0.7814171122994652,0.8584241306337224
tsfresh_full_logit_l2,2,0.6220472440944882,0.6526133052266104,0.6798128342245989,0.752321765614276
tsfresh_full_logit_l2,0,0.5590551181102362,0.5629767441860465,0.6751336898395722,0.7473275006925888
tsfresh_full_logit_l2,4,0.6299212598425197,0.6871937984496124,0.6677807486631016,0.7483110525863796
tsfresh_full_logit_l2,1,0.6141732283464567,0.6401289682539683,0.6744652406417112,0.7505197691027435
tsfresh_full_logit_l2,3,0.547244094488189,0.5532258064516129,0.6731283422459893,0.7488684385524593
tsfresh_full_random_forest,4,0.7322834645669292,0.8124651162790698,0.9973262032085561,0.9999964217215813
tsfresh_full_random_forest,0,0.5787401574803149,0.6442170542635658,0.9986631016042781,1.0
tsfresh_full_random_forest,2,0.7007874015748031,0.7484034968069937,0.9979946524064172,1.0
tsfresh_full_random_forest,1,0.6614173228346457,0.738343253968254,0.9979946524064172,1.0
tsfresh_full_random_forest,3,0.594488188976378,0.6751240694789081,0.9979946524064172,1.0
tsfresh_full_xgboost,2,0.7007874015748031,0.7570215140430281,1.0,1.0
tsfresh_full_xgboost,3,0.5866141732283464,0.6536600496277916,1.0,1.0
tsfresh_full_xgboost,1,0.7007874015748031,0.7696552579365079,1.0,1.0
tsfresh_full_xgboost,0,0.6614173228346457,0.6948837209302325,1.0,1.0
tsfresh_full_xgboost,4,0.6968503937007874,0.7831317829457365,1.0,1.0
